feature_set,selected,feature_count,feature_limit,seed_count,validation_win_count,validation_win_rate,validation_pr_auc_mean,validation_pr_auc_std,validation_roc_auc_mean,validation_roc_auc_std,validation_brier_score_mean,validation_brier_score_std,validation_top_decile_lift_mean,validation_top_decile_lift_std,validation_precision_at_top_decile_mean,validation_precision_at_top_decile_std,validation_recall_at_review_capacity_mean,validation_recall_at_review_capacity_std,validation_weighted_calibration_error_mean,validation_weighted_calibration_error_std,validation_balanced_ev_per_applicant_mean,validation_balanced_ev_per_applicant_std,test_pr_auc_mean,test_pr_auc_std,test_roc_auc_mean,test_roc_auc_std,test_brier_score_mean,test_brier_score_std,test_top_decile_lift_mean,test_top_decile_lift_std,test_precision_at_top_decile_mean,test_precision_at_top_decile_std,test_recall_at_review_capacity_mean,test_recall_at_review_capacity_std,test_weighted_calibration_error_mean,test_weighted_calibration_error_std,test_balanced_ev_per_applicant_mean,test_balanced_ev_per_applicant_std,pr_auc_generalization_gap,abs_pr_auc_generalization_gap,balanced_ev_generalization_gap,abs_balanced_ev_generalization_gap,created_at
full,True,152,full,3,3,1.0,0.26900285634072446,0.004353435667101113,0.7789634447920347,0.004795029860155304,0.06654850824892727,0.000234507186478004,3.6275836187042505,0.019112753102734747,0.2928679817905918,0.0015430418747064594,0.36278195488721804,0.0019113996154728522,0.0028698167694002075,0.0008143590780915045,577.8470310230451,5.203387735773045,0.26361718098514686,0.0022453014548683213,0.7752317331680598,0.0012491529001406908,0.06677891043152107,3.869837499175203e-05,3.599837481971008,0.0012657729958581016,0.2906279355444758,0.00010219044456774261,0.36000716075904043,0.0001265855318987555,0.003403333525306486,0.00040414998082386155,576.1426785469104,0.743824239107575,-0.005385675355577602,0.005385675355577602,-1.7043524761347726,1.7043524761347726,2026-04-30T17:11:12Z
