feature_set,selected,feature_count,feature_limit,seed_count,validation_win_count,validation_win_rate,validation_pr_auc_mean,validation_pr_auc_std,validation_roc_auc_mean,validation_roc_auc_std,validation_brier_score_mean,validation_brier_score_std,validation_top_decile_lift_mean,validation_top_decile_lift_std,validation_precision_at_top_decile_mean,validation_precision_at_top_decile_std,validation_recall_at_review_capacity_mean,validation_recall_at_review_capacity_std,validation_weighted_calibration_error_mean,validation_weighted_calibration_error_std,validation_balanced_ev_per_applicant_mean,validation_balanced_ev_per_applicant_std,test_pr_auc_mean,test_pr_auc_std,test_roc_auc_mean,test_roc_auc_std,test_brier_score_mean,test_brier_score_std,test_top_decile_lift_mean,test_top_decile_lift_std,test_precision_at_top_decile_mean,test_precision_at_top_decile_std,test_recall_at_review_capacity_mean,test_recall_at_review_capacity_std,test_weighted_calibration_error_mean,test_weighted_calibration_error_std,test_balanced_ev_per_applicant_mean,test_balanced_ev_per_applicant_std,pr_auc_generalization_gap,abs_pr_auc_generalization_gap,balanced_ev_generalization_gap,abs_balanced_ev_generalization_gap,created_at
top_152,False,152,152,3,2,0.6666666666666666,0.27152768625596363,0.004406281709282488,0.7798041897254447,0.004835563717768707,0.06645140102372149,0.00023339050969702695,3.620423325353736,0.029195212610761478,0.2922899053399812,0.0023570353971096272,0.36206587898317216,0.0029197111404045957,0.0029268409115653297,0.0008156298576719225,579.4946560582739,3.9200544764830387,0.2635082129988117,0.0004248223280572461,0.7758573285593026,0.0013571343555651544,0.06673364733024344,3.526418760405073e-05,3.6016275553086365,0.01890202171146999,0.29077245465712837,0.0015260287652245786,0.3601861797350519,0.0018903251057951133,0.0034985328693520807,0.00028267104790497487,578.826573012191,1.580903525535733,-0.00801947325715191,0.00801947325715191,-0.6680830460828702,0.6680830460828702,2026-04-30T18:05:18Z
full,True,168,full,3,1,0.3333333333333333,0.2718788870006374,0.003282093481371598,0.7805312888718642,0.004115547927292181,0.0664187848351826,0.00017169741435299132,3.6517496087622354,0.007904749825562298,0.2948189898114026,0.0006381791217810453,0.3651987110633727,0.0007905263933340191,0.002914756836117326,0.0008097402354693773,580.7954126650335,3.947295658244763,0.2645662634958876,0.0009617918418589706,0.7763792079475694,0.000928964171954109,0.0666774084333798,3.4211811196622504e-05,3.610577921996779,0.020370688519401478,0.2914950502203916,0.0016445995630812954,0.36108127461510925,0.0020372013384785223,0.0036579504090545685,0.00010870862392923868,577.9127914959423,0.46818064514195595,-0.007312623504749816,0.007312623504749816,-2.8826211690911805,2.8826211690911805,2026-04-30T18:05:18Z
